423	1	LA
424	3	SUPPRESSION
425	1	DE
426	1	SIX
427	2	PIECES
428	2	LESBOS
429	2	FEMMES
430	2	DAMNEES
431	1	LE
432	2	LETHE
433	1	A
434	2	CELLE
435	1	QUI
436	1	EST
437	1	TROP
438	1	GAIE
439	1	LES
440	2	BIJOUX
441	1	ET
442	1	LES
443	5	METAMORPHOSES
444	4	DUVAMPIRE
445	1	ET
446	1	LA
447	4	CONDAMNATION
448	1	A
449	2	UNE
450	3	AMENDE
451	1	DE
452	0	L
453	2	AUTEUR
454	1	ET
455	1	DEL
456	3	EDITEUR
457	1	AOUT
458	1	LE
459	3	DOMMAGE
460	3	MATERIEL
461	1	NE
462	1	FUT
463	1	PAS
464	5	CONSIDERABLE
465	1	POUR
466	3	MALASSIS
467	0	L
468	5	EDITIONETAIT
469	2	PRESQUE
470	3	EPUISEE
471	1	LORS
472	1	DE
473	1	LA
474	2	SAISIE
475	1	TOUT
476	0	D
477	2	ABORD
478	4	BAUDELAIRE
479	2	VOULUT
480	3	PROTESTER
481	1	ON
482	1	A
483	3	RETROUVE
484	1	DANS
485	3	SESPAPIERS
486	1	LE
487	2	BROUILLON
488	1	DE
489	2	DIVERS
490	2	PROJETS
491	1	DE
492	3	PREFACES
493	1	QU
494	1	IL
495	4	ABANDONNA
496	2	LORSDE
497	1	LA
498	3	REIMPRESSION
499	1	A
500	1	LA
501	1	FOIS
502	3	DIMINUEE
503	1	ET
504	3	AUGMENTEE
505	1	DES
506	1	FLEURS
507	2	DUMAL
508	1	EN
509	2	CETTE
510	4	MUTILATION
511	1	DE
512	1	SA
513	2	PENSEE
514	1	PAR
515	4	AUTORITE
516	1	DE
517	4	JUSTICEAVAIT
518	1	EU
519	1	POUR
520	3	RESULTAT
521	1	DE
522	2	RENDRE
523	1	LES
524	3	DIRECTEURS
525	1	DE
526	2	JOURNAUX
527	1	ET
528	3	DEREVUES
529	1	TRES
530	2	MEFIANTS
531	1	A
532	1	SON
533	2	EGARD
534	2	LORSQU
535	1	IL
536	1	LEUR
537	3	PRESENTAIT
538	4	QUELQUESPAGES
539	1	DE
540	2	PROSE
541	1	OU
542	1	DES
543	2	POESIES
544	3	NOUVELLES
545	1	SA
546	3	SITUATION
547	4	PECUNIAIRE
548	0	S
549	4	ENRESSENTIT
550	1	IL
551	3	TRAVAILLAIT
552	3	LENTEMENT
553	1	A
554	1	SES
555	2	HEURES
556	2	TOUJOURS
557	3	PREOCCUPED
558	3	ATTEINDRE
559	0	L
560	3	IDEALE
561	3	PERFECTION
562	1	ET
563	1	NE
564	2	TRAITANT
565	0	D
566	2	AILLEURS
567	1	QUE
568	3	DESSUJETS
569	2	AUXQUELS
570	1	LE
571	1	GRAND
572	2	PUBLIC
573	2	ETAIT
574	2	ALORS
575	3	ENCORE
576	2	PLUSQU
577	2	AUJOURD
578	1	HUI
579	4	COMPLETEMENT
580	3	ETRANGER
581	2	LORSQUE
582	4	BAUDELAIRE
583	2	POSA
584	1	EN
585	1	SA
586	5	CANDIDATURE
587	1	AUX
588	7	FAUTEUILSACADEMIQUES
589	2	LAISSES
590	2	VACANTS
591	1	PAR
592	1	LA
593	1	MORT
594	1	DE
595	2	SCRIBE
596	1	ET
597	1	DU
598	6	PERELACORDAIRE
599	1	IL
600	2	ETAIT
601	1	DANS
602	1	SA
603	2	PENSEE
604	1	DE
605	3	PROTESTER
606	2	AINSI
607	2	CONTRE
608	5	LACONDAMNATION
609	1	DES
610	1	FLEURS
611	1	DU
612	1	MAL
613	0	L
614	3	INSUCCES
615	1	DE
616	4	BAUDELAIRE
617	1	AL
618	4	ACADEMIE
619	0	N
620	2	ETAIT
621	1	PAS
622	2	DOUTEUX
623	1	SES
624	2	AMIS
625	1	SES
626	1	VRAIS
627	2	AMIS
628	2	ALFRED
629	3	DEVIGNY
630	1	ET
631	2	SAINTE
632	2	BEUVE
633	1	LUI
634	4	CONSEILLERENT
635	1	DE
636	1	SE
637	3	DESISTER
638	1	CE
639	1	QU
640	1	IL
641	1	FITD
642	2	AILLEURS
643	1	EN
644	1	DES
645	2	TERMES
646	1	DONT
647	1	ON
648	3	APPRECIA
649	1	LA
650	3	MODESTIE
651	1	ET
652	1	LA
653	4	CONVENANCE
654	1	ON
655	1	A
656	2	BEAUCOUP
657	2	PARLE
658	1	DE
659	1	LA
660	1	VIE
661	4	DOULOUREUSE
662	1	DE
663	4	BAUDELAIRE
664	2	MANQUED
665	2	ARGENT
666	2	SANTE
667	3	PRECAIRE
668	3	ABSENCE
669	1	DE
670	3	TENDRESSE
671	4	FEMININE
672	1	CAR
673	4	SAMAITRESSE
674	2	JEANNE
675	2	DUVAL
676	2	UNE
677	2	JOLIE
678	2	FILLE
679	1	DE
680	2	COULEUR
681	1	QU
682	1	IL
683	3	APPELAIT
684	1	SON
685	2	VASE
686	1	DE
687	3	TRISTESSE
688	0	N
689	2	ETAIT
690	1	QU
691	2	UNE
692	2	SOTTE
693	1	DONT
694	1	LE
695	1	COEUR
696	1	ET
697	1	LA
698	3	PENSEEETAIENT
699	1	LOIN
700	1	DE
701	1	LUI
702	1	SON
703	1	SEUL
704	2	ESPRIT
705	1	SON
706	2	MECHANT
707	2	ESPRIT
708	2	ETAIT
709	3	DETOURNER
710	1	EN
711	4	RIDICULE
712	1	LES
713	2	MANIES
714	1	DE
715	1	SON
716	2	AMI
717	3	CEPENDANT
718	2	ELLE
719	5	ETAITCHARMANTE
720	1	NOUS
721	1	DIT
722	3	THEODORE
723	1	DE
724	3	BANVILLE
725	2	ELLE
726	2	PORTAIT
727	1	BIEN
728	1	SA
729	4	BRUNETETE
730	3	INGENUE
731	1	ET
732	3	SUPERBE
733	3	COURONNEE
734	0	D
735	2	UNE
736	4	CHEVELURE
737	3	VIOLEMMENT
738	3	CRESPELEEET
739	1	DONT
740	1	LA
741	3	DEMARCHE
742	1	DE
743	2	REINE
744	2	PLEINE
745	0	D
746	2	UNE
747	2	GRACE
748	3	FAROUCHE
749	2	AVAIT
750	1	A
751	2	LAFOIS
752	2	QUELQUE
753	2	CHOSE
754	1	DE
755	2	DIVIN
756	1	ET
757	1	DE
758	2	BESTIAL
759	1	ET
760	3	BANVILLE
761	3	AJOUTE
762	4	BAUDELAIRE
763	2	FAISAIT
764	2	PARFOIS
765	2	ASSEOIR
766	2	JEANNE
767	2	DEVANT
768	1	LUI
769	1	DANS
770	1	UN
771	3	GRANDFAUTEUIL
772	1	IL
773	1	LA
774	3	REGARDAIT
775	2	AVEC
776	2	AMOUR
777	1	ET
778	0	L
779	3	ADMIRAIT
780	3	LONGUEMENT
781	1	IL
782	3	LUIDISAIT
783	1	DES
784	1	VERS
785	1	DANS
786	2	UNE
787	2	LANGUE
788	1	QU
789	2	ELLE
790	1	NE
791	2	SAVAIT
792	1	PAS
793	2	CERTES
794	0	C
795	1	EST
796	2	LAPEUT
797	2	ETRE
798	1	LE
799	2	MEILLEUR
800	1	MOYEN
801	1	DE
802	2	CAUSER
803	2	AVEC
804	2	UNE
805	2	FEMME
806	1	DONT
807	1	LES
808	7	PAROLESDETONNERAIENT
809	1	SANS
810	2	DOUTE
811	1	DANS
812	0	L
813	3	ARDENTE
814	3	SYMPHONIE
815	1	QUE
816	2	CHANTE
817	3	SABEAUTE
818	1	MAIS
819	1	IL
820	1	EST
821	3	NATUREL
822	2	AUSSI
823	1	QUE
824	1	LA
825	2	FEMME
826	0	N
827	1	EN
828	3	CONVIENNE
829	1	PAS
830	1	ETS
831	3	ETONNE
832	0	D
833	2	ETRE
834	3	ADOREE
835	1	AU
836	2	MEME
837	2	TITRE
838	1	QU
839	2	UNE
840	2	BELLE
841	2	CHATTE
842	4	BAUDELAIRE
843	0	N
844	2	AIMA
845	1	QU
846	2	ELLE
847	1	ET
848	1	IL
849	0	L
850	2	AIMA
851	5	EXCLUSIVEMENT
852	1	POUR
853	1	SA
854	2	BEAUTE
855	1	CAR
856	2	DEPUIS
857	2	LONGTEMPS
858	1	PEUT
859	2	ETRE
860	2	DEPUIS
861	2	TOUJOURS
862	1	IL
863	2	AVAIT
864	2	SENTI
865	1	QU
866	3	ILETAIT
867	1	SEUL
868	2	AUPRES
869	0	D
870	2	ELLE
871	1	QUE
872	1	LES
873	2	HOMMES
874	1	SONT
875	6	IRREVOCABLEMENT
876	1	SEULS
877	3	PERSONNE
878	1	NE
879	2	COMPREND
880	3	PERSONNE
881	1	NOUS
882	0	N
883	2	AVONS
884	0	D
885	2	AUTRE
886	3	DEMEURE
887	1	QUE
888	1	NOUS
889	2	MEMES
890	1	TOUT
891	1	SON
892	3	DANDYSME
893	1	FUT
894	1	FAIT
895	1	DE
896	1	CE
897	3	SPLENDIDE
898	4	ISOLEMENT
899	4	TOUTEFOISSA
900	5	SENSIBILITE
901	2	ETAIT
902	0	D
903	2	AUTANT
904	1	PLUS
905	3	PROFONDE
906	1	QU
907	2	ELLE
908	2	SEMBLAIT
909	5	MOINSAPPARENTE
910	1	RIEN
911	1	NE
912	1	LA
913	3	REVELAIT
914	1	IL
915	2	AVAIT
916	0	L
917	1	AIR
918	1	FROID
919	2	QUELQUE
920	3	PEUDISTANT
921	1	MAIS
922	1	IL
923	3	SUBJUGUAIT
924	1	SES
925	1	YEUX
926	2	COULEUR
927	1	DE
928	2	TABAC
929	0	D
930	3	ESPAGNE
931	4	SONEPAISSE
932	4	CHEVELURE
933	2	SOMBRE
934	1	SON
935	4	ELEGANCE
936	1	SON
937	5	INTELLIGENCE
938	0	L
939	4	ENCHANTEMENT
940	1	DE
941	1	SA
942	1	VOIX
943	2	CHAUDE
944	1	ET
945	1	BIEN
946	2	TIMBREE
947	1	PLUS
948	3	ENCORE
949	1	QUE
950	5	SONELOQUENCE
951	4	NATURELLE
952	1	QUI
953	1	LUI
954	2	FAISAIT
955	4	DEVELOPPER
956	1	DES
957	4	PARADOXES
958	2	AVEC
959	6	UNEMAGNIFIQUE
960	5	INTELLIGENCE
961	1	ET
962	1	ON
963	1	NE
964	2	SAURAIT
965	2	DIRE
966	1	QUEL
967	4	MAGNETISME
968	4	PERSONNELQUI
969	1	SE
970	3	DEGAGEAIT
971	1	DE
972	2	TOUTES
973	1	LES
974	3	IMPRESSIONS
975	3	REFOULEES
976	1	AU
977	2	DEDANS
978	1	DE
979	1	LUI
980	1	LE
981	2	RENDAIENT
982	4	EXTREMEMENT
983	3	SEDUISANT
984	2	HELAS
985	2	TOUTES
986	1	CES
987	2	BELLES
988	4	QUALITESNE
989	1	LE
990	3	SERVIRENT
991	1	POINT
992	1	DU
993	1	MOINS
994	5	FINANCIEREMENT
995	1	IL
996	3	IGNORAIT
997	0	L
998	1	ART
999	3	DEMONNAYER
1000	1	SON
1001	2	GENIE
1002	2	AINSI
1003	4	PRATIQUEMENT
1004	1	DU
1005	1	MOINS
1006	2	COMME
1007	1	TANT
1008	0	D
1009	2	AUTRES
1010	1	IL
1011	1	SE
1012	2	TROUVA
1013	3	DESSERVI
1014	1	PAR
1015	1	SA
1016	2	FIERTE
1017	1	SA
1018	5	DELICATESSE
1019	1	PAR
1020	1	LE
1021	2	MEILLEUR
1022	2	DELUI
1023	2	MEME
1024	4	BAUDELAIRE
1025	3	HABITAIT
1026	1	DANS
1027	0	L
1028	2	ILE
1029	1	SAINT
1030	1	LOUIS
1031	1	SUR
1032	1	LE
1033	1	QUAI
1034	0	D
1035	2	ANJOU
1036	1	EN
1037	2	CEVIEIL
1038	1	ET
1039	2	TRISTE
1040	2	HOTEL
1041	3	PIMODAN
1042	1	PLEIN
1043	1	DE
1044	3	SOUVENIRS
1045	2	SOMPTUEUX
1046	5	ETNOSTALGIQUES
1047	1	IL
1048	2	AVAIT
1049	2	CHOISI
1050	1	LA
1051	1	UN
1052	4	APPARTEMENT
1053	3	COMPOSE
1054	1	DE
1055	4	PLUSIEURSPIECES
1056	1	TRES
1057	2	HAUTES
1058	1	DE
1059	2	PLAFOND
1060	1	ET
1061	1	DONT
1062	1	LES
1063	3	FENETRES
1064	0	S
1065	2	OUVRAIENT
1066	1	SUR
1067	3	LEFLEUVE
1068	1	QUI
1069	2	ROULE
1070	1	SES
1071	1	EAUX
1072	2	GLAUQUES
1073	1	ET
1074	5	INDIFFERENTES
1075	1	AU
1076	2	MILIEU
1077	1	DE
1078	1	LA
1079	4	VIEMORBIDE
1080	1	ET
1081	3	FIEVREUSE
1082	1	LES
1083	2	PIECES
1084	2	ETAIENT
1085	3	TAPISSEES
1086	0	D
1087	1	UN
1088	2	PAPIER
1089	3	AUXLARGES
1090	2	RAYURES
1091	2	ROUGES
1092	1	ET
1093	2	NOIRES
1094	2	COULEURS
1095	4	DIABOLIQUES
1096	1	QUIS
1097	3	ACCORDAIENT
1098	2	AVEC
1099	1	LES
1100	3	DRAPERIES
1101	0	D
1102	1	UN
1103	1	LOURD
1104	2	DAMAS
1105	1	LES
1106	2	MEUBLES
1107	5	ETAIENTANTIQUES
1108	3	VOLUPTUEUX
1109	1	DE
1110	2	LARGES
1111	2	FAUTEUILS
1112	1	DE
1113	3	PARESSEUX
1114	5	DIVANSINVITAIENT
1115	1	A
1116	1	LA
1117	3	REVERIE
1118	1	AUX
1119	1	MURS
1120	1	DES
1121	4	LITHOGRAPHIES
1122	1	ET
1123	1	DES
1124	4	TABLEAUXSIGNES
1125	1	DE
1126	1	SON
1127	2	AMI
1128	3	DELACROIX
1129	2	PURES
1130	3	MERVEILLES
1131	2	PRESQUE
1132	1	SANS
1133	5	IMPORTANCEALORS
1134	1	MAIS
1135	1	QUE
1136	1	SE
